pair_id;participant_id;role;song_rank;artist;track_title;Track URI;Danceability;Energy;Valence;Tempo;Acousticness;Loudness;Instrumentalness;Speechiness;Liveness;Key;Mode;Time Signature
Mooieollie;Mooieollie_child;child;song_3;Fleetwood mac;Landslide;spotify:track:5ihS6UUlyQAfmp48eSkxuQ;414.0;161.0;423.0;159.375;883.0;-22.32;0.000223;0.0318;117.0;7.0;0.0;4.0
Mooieollie;Mooieollie_parent;parent;song_3;Triggerfinger;I follow rivers;spotify:track:38QT6vz5ZnWPSc10rFduZ0;844.0;465.0;683.0;110.024;0.0244;-9.7;0.0;0.0481;0.0162;7.0;0.0;4.0
Ngan123;Ngan123_child;child;song_3;Yuko;"Golden (""K-POP Demon Hunters"")";;725.0;658.0;108.0;122.7;248.0;-5.362;1.63e-05;0.0779;513.0;7.0;1.0;4.0
Ngan123;Ngan123_parent;parent;song_3;Lương Gia Hùng.;Lương Gia Hùng.;;614;535;561;106.095;0.55;-7.027;0;0.0242;0.0965;10.0;0.0;4.0
Nils567;Nils567_child;child;song_3;Radiohead;True love waits;spotify:track:07XaOyTS5hyaWiUK1Bc3bR;401.0;132.0;0.0381;136.142;938.0;-15.569;102.0;0.0355;0.1;0.0;1.0;4.0
Nils567;Nils567_parent;parent;song_3;Chico Buarque;Fado tropical;spotify:track:0yHQDYRvmjjnQ9NIy38xlZ;491.0;472.0;543.0;135.27;536.0;-8.19;0.0;0.0381;337.0;2.0;1.0;4.0
ptc999;ptc999_child;child;song_3;Ecco2k, Bladee;Amygdala;spotify:track:4lUc0XBymgLCx3fs6ovzRj;713.0;0.59;745.0;120.955;0.0508;-4.015;1.67e-05;0.0535;114.0;7.0;1.0;4.0
ptc999;ptc999_parent;parent;song_3;Generation X;Untouchables;spotify:track:0CsDroawScjiSQydIfm3KX;641.0;554.0;733.0;133.325;7.32e-05;-10.356;0.0881;0.0287;109.0;7.0;1.0;4.0
rtfswrr3544;rtfswrr3544_child;child;song_3;Sade;Cherish the day;spotify:track:22QiTJqDn1BIRSh4mkNJ5w;0.68;389.0;0.68;80.145;0.0121;-13.239;0.0834;0.0545;105.0;8.0;1.0;4.0
rtfswrr3544;rtfswrr3544_parent;parent;song_3;Amii Stewart;Friends;spotify:track:4C7BbL32gZDORkVs19bDdx;539.0;276.0;505.0;89.483;838.0;-12.268;0.0;0.0393;164.0;9.0;1.0;4.0
uitgeest1911;uitgeest1911_child;child;song_3;Esdeekid;Century;spotify:track:1lJOLxDS8kS2rihrqezMcv;389.0;871.0;141.0;104.846;0.23;-6.885;0.0;0.0647;167.0;6.0;1.0;3.0
uitgeest1911;uitgeest1911_parent;parent;song_3;Claudia de Breij;Mag ik dan bij jou;spotify:track:6JlJtgJIlMhp8sQ1tKBfdv;541.0;291.0;188.0;133.444;968.0;-9.478;0.0085;0.0344;708.0;0.0;1.0;4.0
uva104;uva104_child;child;song_3;Laufey;Lover Girl;spotify:track:6dWilYAxP2aJbTTt0UsatK;658.0;447.0;899.0;87.907;836.0;-7.225;0.0;155.0;0.0752;11.0;1.0;4.0
uva104;uva104_parent;parent;song_3;Giao Linh, Quê Nương;Hoa Nở Về Đêm;;489.0;498.0;385.0;84.288;537.0;-7.28;0.0;0.0298;393.0;5.0;0.0;4.0
vds975;vds975_child;child;song_3;Plage;Crystal Fighters;;689;828;263;134.03;105;-6.41;0.0207;0.0413;154.0;4.0;1.0;4.0
vds975;vds975_parent;parent;song_3;Ed Sheeran;Thinking out Loud;spotify:track:34gCuhDGsG4bRPIf9bb02f;781.0;445.0;591.0;78.998;474.0;-6.061;0.0;0.0295;184.0;2.0;1.0;4.0
vy128;vy128_child;child;song_3;Thee Sacred Souls;Will I See You Again?;spotify:track:4R5GN0mBvb6jkRj3Zvyhkl;515.0;451.0;661.0;169.931;405.0;-8.047;1.12e-06;0.0309;111.0;9.0;0.0;4.0
vy128;vy128_parent;parent;song_3;Như Quỳnh;Người Tình Mùa Đông;spotify:track:5YiHvRxIzQ4hJgtwAXyW3B;788.0;491.0;664.0;133.831;363.0;-10.65;1.04e-05;0.0295;182.0;9.0;0.0;4.0
xyz579;xyz579_child;child;song_3;Viagra Boys, Amy Taylor;In Spite of Ourselves;;517.0;732.0;452.0;140.475;0.00138;-7.988;117.0;0.0371;555.0;4.0;0.0;4.0
xyz579;xyz579_parent;parent;song_3;La Dispute;Andria;spotify:track:4CvejJIsZNEzxrTGm6FoX9;334.0;0.86;301.0;187.334;0.0458;-3.974;0.0;221.0;236.0;9.0;0.0;5.0
